N,CPU,GPU
5280001,0.0730588436126709,0.0011444091796875
5290001,0.07264208793640137,0.0012311935424804688
5300001,0.07281303405761719,0.0011267662048339844
5310001,0.07278132438659668,0.0011227130889892578
5320001,0.07272982597351074,0.0011241436004638672
5330001,0.0739901065826416,0.0012438297271728516
5340001,0.07306146621704102,0.0012023448944091797
5350001,0.07348513603210449,0.0013141632080078125
5360001,0.11080360412597656,0.001237630844116211
5370001,0.07480573654174805,0.0012562274932861328
5380001,0.07548069953918457,0.0011281967163085938
5390001,0.0739140510559082,0.0011394023895263672
5400001,0.07390069961547852,0.0013415813446044922
5410001,0.07352757453918457,0.0012695789337158203
5420001,0.07523632049560547,0.00121307373046875
5430001,0.07450509071350098,0.0011584758758544922
5440001,0.07428646087646484,0.0028302669525146484
5450001,0.07476139068603516,0.0012183189392089844
5460001,0.07627725601196289,0.0011668205261230469
5470001,0.07643413543701172,0.0011341571807861328
5480001,0.07429933547973633,0.0011942386627197266
5490001,0.10296297073364258,0.0012691020965576172
5500001,0.07765579223632812,0.0012671947479248047
5510001,0.0767054557800293,0.001260519027709961
5520001,0.07625412940979004,0.0013310909271240234
5530001,0.07703495025634766,0.0011625289916992188
5540001,0.07645583152770996,0.0011959075927734375
5550001,0.0772705078125,0.0013773441314697266
5560001,0.07729649543762207,0.0012288093566894531
5570001,0.07686686515808105,0.0012691020965576172
5580001,0.07699346542358398,0.0012667179107666016
5590001,0.07760000228881836,0.0012137889862060547
5600001,0.07665777206420898,0.001276254653930664
5610001,0.11613917350769043,0.0012347698211669922
5620001,0.07837438583374023,0.0012805461883544922
5630001,0.0780642032623291,0.0011780261993408203
5640001,0.07708215713500977,0.0012810230255126953
5650001,0.07816052436828613,0.001432180404663086
5660001,0.07797765731811523,0.0012781620025634766
5670001,0.07853460311889648,0.0012824535369873047
5680001,0.07959747314453125,0.0013043880462646484
5690001,0.0782938003540039,0.0013668537139892578
5700001,0.07816696166992188,0.001369476318359375
5710001,0.07909512519836426,0.0014176368713378906
5720001,0.08156585693359375,0.001337289810180664
5730001,0.10240602493286133,0.001371622085571289
5740001,0.08610391616821289,0.0012869834899902344
5750001,0.0803675651550293,0.0012235641479492188
5760001,0.08020234107971191,0.0011990070343017578
5770001,0.0798332691192627,0.0011987686157226562
5780001,0.07905197143554688,0.0013659000396728516
5790001,0.07912898063659668,0.0014696121215820312
5800001,0.08169412612915039,0.0012578964233398438
5810001,0.07924294471740723,0.0012195110321044922
5820001,0.08018326759338379,0.0011970996856689453
5830001,0.08115267753601074,0.001321554183959961
5840001,0.08012151718139648,0.001283884048461914
5850001,0.08448576927185059,0.002357959747314453
5860001,0.09223079681396484,0.0013530254364013672
5870001,0.08187484741210938,0.0012772083282470703
5880001,0.08199787139892578,0.0012178421020507812
5890001,0.08202195167541504,0.0012154579162597656
5900001,0.08139729499816895,0.0012214183807373047
5910001,0.08055543899536133,0.001222848892211914
5920001,0.08211565017700195,0.0012922286987304688
5930001,0.08074021339416504,0.001312255859375
5940001,0.08163022994995117,0.0013611316680908203
5950001,0.08218717575073242,0.0014181137084960938
5960001,0.0831298828125,0.0013701915740966797
5970001,0.10895514488220215,0.0013790130615234375
5980001,0.08373761177062988,0.001367807388305664
5990001,0.0837090015411377,0.0013861656188964844
6000001,0.0829765796661377,0.0013730525970458984
6010001,0.0840144157409668,0.0014696121215820312
6020001,0.08359241485595703,0.001474142074584961
6030001,0.0841071605682373,0.0013513565063476562
6040001,0.08391785621643066,0.0014123916625976562
6050001,0.08538508415222168,0.0014569759368896484
6060001,0.08342337608337402,0.0014257431030273438
6070001,0.08455419540405273,0.001428842544555664
6080001,0.1038055419921875,0.0022673606872558594
6090001,0.09534001350402832,0.0015120506286621094
6100001,0.08588314056396484,0.0014541149139404297
